chr	start	end	Annotation
chr1	220426201	220427517	intron.(NM_012414,.intron.1.of.34)
chr1	220498887	220499635	Intergenic
chr1	220503944	220504145	Intergenic
chr1	220506067	220506228	Intergenic
chr1	220553459	220555824	Intergenic
chr1	220700610	220702906	5'.UTR.(NM_018650,.exon.1.of.18)
chr1	220890757	220890923	Intergenic
chr1	220905475	220907301	Intergenic
chr1	220920639	220924486	intron.(NM_017898,.intron.1.of.7)
chr1	221219009	221221732	Intergenic
chr1	221242059	221243056	Intergenic
chr1	221243075	221243615	Intergenic
chr1	221271440	221271699	Intergenic
chr1	221329899	221330935	Intergenic
chr1	221330974	221331981	Intergenic
chr1	222000272	222000835	TTS.(NR_125989)
chr1	222770036	222770358	Intergenic
chr1	222793212	222795178	intron.(NM_198551,.intron.1.of.27)
chr1	222826511	222830715	intron.(NM_001300867,.intron.13.of.22)
chr1	223799154	223800583	intron.(NM_001143962,.intron.10.of.16)
chr1	223886274	223886579	Intergenic
chr1	223898110	223928344	intron.(NM_001748,.intron.2.of.20)
chr1	224010743	224010975	intron.(NM_001031685,.intron.1.of.17)
chr1	224058549	224059253	Intergenic
chr1	224305872	224306901	intron.(NR_049764,.intron.1.of.3)
chr1	224528457	224529282	Intergenic
chr1	224569761	224571049	Intergenic
chr1	224931574	224936245	Intergenic
chr1	224940402	224942253	Intergenic
chr1	225168963	225169212	intron.(NM_001145154,.intron.8.of.10)
chr1	225266409	225266640	intron.(NM_001373,.intron.17.of.83)
chr1	225688560	225688862	exon.(NM_001008493,.exon.13.of.15)
chr1	225693111	225696018	intron.(NM_001008493,.intron.11.of.14)
chr1	225726180	225728938	intron.(NM_018212,.intron.3.of.13)
chr1	225732083	225732557	intron.(NM_018212,.intron.3.of.13)
chr1	225733069	225733277	intron.(NM_018212,.intron.3.of.13)
chr1	225733668	225736129	intron.(NM_018212,.intron.3.of.13)
chr1	225839247	225842315	promoter-TSS.(NM_001008493)
chr1	226063383	226063653	intron.(NM_014698,.intron.3.of.24)
chr1	226189554	226190911	Intergenic
chr1	226410183	226418333	3'.UTR.(NM_031944,.exon.2.of.2)
chr1	226828482	226828705	intron.(NM_002221,.intron.5.of.7)
chr1	226837478	226856082	intron.(NR_103784,.intron.1.of.1)
chr1	226861186	226873803	intron.(NM_002221,.intron.2.of.7)
chr1	226893578	226903279	intron.(NM_002221,.intron.2.of.7)
chr1	227064537	227064806	intron.(NM_012486,.intron.3.of.12)
chr1	227078395	227078593	intron.(NM_012486,.intron.9.of.12)
chr1	227087259	227087494	Intergenic
chr1	227093833	227095806	Intergenic
chr1	227143273	227143838	intron.(NM_020247,.intron.1.of.14)
chr1	227941155	227952831	exon.(NM_053052,.exon.3.of.5)
chr1	228074906	228075686	Intergenic
chr1	228112802	228113587	exon.(NM_003395,.exon.2.of.4)
chr1	228133941	228134284	intron.(NM_003395,.intron.1.of.3)
chr1	228247550	228248003	3'.UTR.(NM_033131,.exon.4.of.4)
chr1	228299344	228301329	Intergenic
chr1	228400277	228402524	promoter-TSS.(NR_073155)
chr1	228462534	228464807	exon.(NM_052843,.exon.21.of.81)
chr1	228644494	228647267	promoter-TSS.(NM_033445)
chr1	228650856	228651098	Intergenic
chr1	228651115	228652432	Intergenic
chr1	228699553	228699759	exon.(NM_001287262,.exon.2.of.3)
chr1	229193509	229194485	Intergenic
chr1	229274366	229276428	Intergenic
chr1	229335123	229336674	Intergenic
chr1	229358808	229358977	Intergenic
chr1	229365193	229365437	Intergenic
chr1	229365527	229366303	Intergenic
chr1	229545762	229547174	Intergenic
chr1	229565062	229565262	Intergenic
chr1	229780258	229780495	intron.(NM_001314021,.intron.5.of.9)
chr1	229852780	229853189	Intergenic
chr1	229935344	229935518	Intergenic
chr1	229996163	229996953	Intergenic
chr1	230214208	230214387	intron.(NM_004481,.intron.1.of.15)
chr1	230272866	230273655	intron.(NM_004481,.intron.1.of.15)
chr1	230644794	230646669	Intergenic
chr1	230650794	230651111	Intergenic
chr1	230651204	230652087	Intergenic
chr1	230686099	230686428	Intergenic
chr1	231346797	231347943	intron.(NM_001300889,.intron.10.of.11)
chr1	231493826	231494068	Intergenic
chr1	231737332	231754065	intron.(NR_034037,.intron.1.of.1)
chr1	231760837	231766055	intron.(NM_001164556,.intron.1.of.4)
chr1	231916545	231918702	intron.(NM_001164546,.intron.6.of.6)
chr1	232732902	232733178	Intergenic
chr1	232939955	232945493	exon.(NM_019090,.exon.1.of.1)
chr1	233905358	233905532	Intergenic
chr1	234406014	234408152	intron.(NM_173508,.intron.3.of.7)
chr1	234451549	234451805	intron.(NM_173508,.intron.4.of.7)
chr1	234633736	234638033	Intergenic
chr1	234656932	234661627	Intergenic
chr1	234713876	234714180	Intergenic
chr1	234725198	234725563	Intergenic
chr1	234781441	234785440	intron.(NR_125944,.intron.1.of.3)
chr1	234791822	234794828	intron.(NR_125944,.intron.3.of.3)
chr1	234858099	234865089	intron.(NR_038856,.intron.2.of.2)
chr1	235066973	235070967	Intergenic
chr1	235097450	235100399	intron.(NR_125945,.intron.1.of.3)
chr1	235241897	235244048	Intergenic
chr1	235262748	235264654	Intergenic
chr1	235680484	235680777	intron.(NR_039973,.intron.1.of.1)
chr1	236101641	236102042	Intergenic
chr1	236108869	236109113	Intergenic
chr1	236109236	236109567	Intergenic
chr1	236110159	236110568	Intergenic
chr1	236134849	236136204	Intergenic
chr1	236259510	236261820	Intergenic
chr1	236320385	236320717	intron.(NM_003272,.intron.1.of.6)
chr1	236322524	236322665	intron.(NM_003272,.intron.1.of.6)
chr1	236323403	236323869	intron.(NM_003272,.intron.1.of.6)
chr1	236766395	236768620	intron.(NM_018072,.intron.1.of.44)
chr1	237144653	237144871	Intergenic
chr1	237766307	237766748	intron.(NM_001035,.intron.35.of.104)
chr1	237877635	237877907	intron.(NM_001035,.intron.71.of.104)
chr1	237932373	237933723	intron.(NM_001035,.intron.84.of.104)
chr1	238047206	238047350	intron.(NM_021186,.intron.10.of.12)
chr1	239621106	239621806	Intergenic
chr1	240006622	240006952	intron.(NM_000740,.intron.4.of.4)
chr1	240075387	240077309	Intergenic
chr1	240348143	240348456	intron.(NM_001305424,.intron.4.of.18)
chr1	241064145	241065259	intron.(NM_001282773,.intron.4.of.15)
chr1	241257682	241257852	intron.(NM_001282773,.intron.3.of.15)
chr1	241587163	241587848	Intergenic
chr1	241714056	241716804	intron.(NM_003679,.intron.4.of.14)
chr1	241932365	241935231	intron.(NM_144625,.intron.16.of.26)
chr1	242494381	242494747	intron.(NM_001195811,.intron.2.of.9)
chr1	242947483	242948188	Intergenic
chr1	242948221	242948410	Intergenic
chr1	243263493	243265599	intron.(NR_029401,.intron.1.of.17)
chr1	243670539	243672942	intron.(NM_005465,.intron.12.of.12)
chr1	243758166	243761241	intron.(NM_005465,.intron.7.of.12)
chr1	244238219	244238380	Intergenic
chr1	244564004	244566622	Intergenic
chr1	244598758	244599093	intron.(NM_001126,.intron.3.of.12)
chr1	244600747	244601344	exon.(NM_001126,.exon.2.of.13)
chr1	245104783	245105046	Intergenic
chr1	245317838	245318255	promoter-TSS.(NM_018012)
chr1	245319995	245320186	intron.(NM_018012,.intron.2.of.14)
chr1	245861879	245862017	intron.(NM_018012,.intron.13.of.14)
chr1	246175146	246175698	intron.(NM_022743,.intron.5.of.11)
chr1	246276458	246282216	intron.(NM_022743,.intron.5.of.11)
chr1	246298251	246298953	intron.(NM_022743,.intron.5.of.11)
chr1	246304114	246310390	intron.(NM_022743,.intron.5.of.11)
chr1	246316007	246322234	intron.(NM_022743,.intron.5.of.11)
chr1	246332792	246337002	intron.(NM_022743,.intron.5.of.11)
chr1	246492899	246493743	intron.(NM_022743,.intron.4.of.11)
chr1	246496786	246497259	intron.(NM_022743,.intron.3.of.11)
chr1	246497440	246497690	intron.(NM_022743,.intron.3.of.11)
chr1	246934268	246940962	Intergenic
chr1	246944570	246949327	Intergenic
chr1	246952095	246952587	promoter-TSS.(NR_015422)
chr1	247611130	247611616	intron.(NM_183395,.intron.6.of.6)
chr1	247637959	247641270	Intergenic
chr1	248019959	248021547	exon.(NM_015431,.exon.1.of.6)
chr1	248070195	248070424	Intergenic
chr1	248100426	248101066	intron.(NM_001304535,.intron.1.of.1)
chr1	248335559	248335887	Intergenic
chr1	248590841	248591165	Intergenic
chr1	248591172	248591542	Intergenic
chr1	248611714	248613825	Intergenic
chr1	248805451	248806914	Intergenic
chr1	248903046	248904073	promoter-TSS.(NM_001085474)
chr1	249094424	249095660	Intergenic
chr10	269210	270905	intron.(NM_001202468,.intron.3.of.12)
chr10	271492	271938	intron.(NM_001202468,.intron.3.of.12)
chr10	306301	308275	Intergenic
chr10	309575	315088	Intergenic
chr10	328125	331744	intron.(NM_014974,.intron.34.of.36)
chr10	333829	334090	intron.(NM_014974,.intron.33.of.36)
chr10	337034	341463	intron.(NM_014974,.intron.32.of.36)
chr10	344612	348023	intron.(NM_014974,.intron.32.of.36)
chr10	352879	353022	intron.(NM_014974,.intron.32.of.36)
chr10	357358	358516	intron.(NM_014974,.intron.31.of.36)
chr10	362154	364827	intron.(NM_014974,.intron.31.of.36)
chr10	369603	371412	intron.(NM_014974,.intron.31.of.36)
chr10	374911	376307	intron.(NM_014974,.intron.29.of.36)
chr10	377598	380650	intron.(NM_014974,.intron.29.of.36)
chr10	503305	503539	intron.(NM_014974,.intron.3.of.36)
chr10	664708	667503	intron.(NM_014974,.intron.1.of.36)
chr10	835101	835594	Intergenic
chr10	867484	869690	intron.(NM_015155,.intron.13.of.17)
chr10	889654	890169	intron.(NM_015155,.intron.6.of.17)
chr10	890879	893466	intron.(NM_015155,.intron.5.of.17)
chr10	896407	899807	intron.(NM_015155,.intron.5.of.17)
chr10	909967	910152	intron.(NM_015155,.intron.4.of.17)
chr10	910702	912949	intron.(NM_015155,.intron.3.of.17)
chr10	917018	917366	intron.(NM_015155,.intron.3.of.17)
chr10	982393	983146	intron.(NR_120629,.intron.1.of.2)
chr10	989637	990775	Intergenic
chr10	1156232	1157099	intron.(NM_014023,.intron.11.of.13)
chr10	1168253	1168495	intron.(NM_014023,.intron.11.of.13)
chr10	1205190	1205476	promoter-TSS.(NR_015376)
chr10	1531441	1532502	intron.(NM_018702,.intron.1.of.9)
chr10	1540828	1541104	intron.(NM_018702,.intron.1.of.9)
chr10	2620805	2620971	Intergenic
chr10	3109560	3111752	promoter-TSS.(NM_001242339)
chr10	3153690	3154458	intron.(NM_001242339,.intron.12.of.23)
chr10	3441899	3442158	intron.(NR_131187,.intron.1.of.1)
chr10	3519270	3521242	intron.(NR_131187,.intron.1.of.1)
chr10	3763119	3763261	intron.(NR_131187,.intron.1.of.1)
chr10	3806556	3808912	Intergenic
chr10	3821284	3829616	intron.(NM_001300,.intron.1.of.3)
chr10	3896853	3897213	Intergenic
chr10	4162219	4165588	Intergenic
chr10	4564114	4566393	Intergenic
chr10	4867964	4869547	intron.(NR_073125,.intron.1.of.9)
chr10	4943427	4946508	intron.(NR_026743,.intron.2.of.10)
chr10	5067643	5067877	Intergenic
chr10	5325544	5327345	Intergenic
chr10	5335970	5336142	Intergenic
chr10	5344140	5344860	Intergenic
chr10	5476266	5476837	intron.(NM_001047160,.intron.3.of.11)
chr10	5483993	5486526	intron.(NM_001047160,.intron.3.of.11)
chr10	5520778	5521080	Intergenic
chr10	5617030	5617301	Intergenic
chr10	5620211	5620503	Intergenic
chr10	5665082	5665391	Intergenic
chr10	5695920	5697344	intron.(NR_024581,.intron.1.of.4)
chr10	5698634	5698947	intron.(NR_024581,.intron.1.of.4)
chr10	5702045	5702634	intron.(NR_024581,.intron.1.of.4)
chr10	5708114	5708689	intron.(NR_024581,.intron.1.of.4)
chr10	5733593	5737049	intron.(NM_017782,.intron.1.of.20)
chr10	5740738	5740931	intron.(NM_017782,.intron.1.of.20)
chr10	5858690	5858847	Intergenic
chr10	5981677	5982803	Intergenic
chr10	6093804	6095679	intron.(NM_001308242,.intron.1.of.6)
chr10	6102949	6103422	intron.(NM_001308242,.intron.1.of.6)
chr10	6103908	6104163	intron.(NM_001308242,.intron.1.of.6)
chr10	6104187	6104342	promoter-TSS.(NM_000417)
chr10	6109837	6115745	Intergenic
chr10	6127621	6129238	Intergenic
chr10	6150501	6151716	intron.(NM_001145547,.intron.6.of.11)
chr10	6176121	6179128	Intergenic
chr10	6182267	6184842	Intergenic
chr10	6192494	6194486	promoter-TSS.(NR_036111)
chr10	6214879	6215127	intron.(NM_001282630,.intron.1.of.14)
chr10	6216877	6217713	intron.(NM_001282630,.intron.1.of.14)
chr10	6228610	6230719	intron.(NM_001282630,.intron.1.of.14)
chr10	6262760	6262927	intron.(NM_001314063,.intron.8.of.15)
chr10	6404920	6405118	Intergenic
chr10	6431037	6431577	Intergenic
chr10	6437985	6439584	Intergenic
chr10	6441572	6442943	Intergenic
chr10	6443403	6443992	Intergenic
chr10	6487605	6488634	intron.(NM_006257,.intron.15.of.17)
chr10	6584722	6585832	intron.(NM_006257,.intron.1.of.17)
chr10	6791014	6807589	Intergenic
chr10	6836497	6836777	intron.(NR_038291,.intron.2.of.4)
chr10	6881837	6883019	non-coding.(NR_038291,.exon.5.of.5)
chr10	6883811	6884059	non-coding.(NR_038291,.exon.5.of.5)
chr10	7234674	7234806	intron.(NM_001029880,.intron.15.of.20)
chr10	7235217	7235653	intron.(NM_001029880,.intron.15.of.20)
chr10	7260427	7260672	intron.(NM_001029880,.intron.11.of.20)
chr10	7328059	7328240	intron.(NM_001029880,.intron.4.of.20)
chr10	7549928	7550474	Intergenic
chr10	7566576	7568668	Intergenic
chr10	7709124	7709894	promoter-TSS.(NM_030569)
chr10	7728429	7729491	Intergenic
chr10	8114105	8114399	intron.(NM_001002295,.intron.5.of.5)
chr10	11059076	11061274	intron.(NM_006561,.intron.1.of.14)
chr10	11155162	11156024	intron.(NM_006561,.intron.1.of.14)
chr10	11225705	11225970	intron.(NM_006561,.intron.2.of.14)
chr10	11227976	11228197	intron.(NM_006561,.intron.2.of.14)
chr10	11232496	11232785	intron.(NM_006561,.intron.2.of.14)
chr10	11248116	11248316	intron.(NM_006561,.intron.2.of.14)
chr10	11291654	11291883	intron.(NM_006561,.intron.4.of.14)
chr10	11294451	11296473	intron.(NM_006561,.intron.4.of.14)
chr10	11301895	11310737	intron.(NM_006561,.intron.5.of.14)
chr10	11310810	11313779	intron.(NM_006561,.intron.6.of.14)
chr10	11327740	11329462	intron.(NM_006561,.intron.8.of.14)
chr10	11547882	11548102	intron.(NM_001080491,.intron.5.of.13)
chr10	11628567	11629211	intron.(NR_125732,.intron.2.of.2)
chr10	11689280	11689645	Intergenic
chr10	11904542	11906512	intron.(NR_038222,.intron.3.of.5)
chr10	12063836	12065448	intron.(NM_015542,.intron.3.of.21)
chr10	12095479	12096625	Intergenic
chr10	12104250	12105858	Intergenic
chr10	12114423	12119026	intron.(NM_018706,.intron.1.of.16)
chr10	12119125	12121806	intron.(NM_018706,.intron.1.of.16)
chr10	12154462	12154696	intron.(NM_018706,.intron.12.of.16)
chr10	12154935	12155770	intron.(NM_018706,.intron.13.of.16)
chr10	12163498	12165537	3'.UTR.(NM_018706,.exon.17.of.17)
chr10	12233474	12233618	intron.(NM_014142,.intron.1.of.9)
chr10	12284169	12284352	intron.(NM_006023,.intron.10.of.12)
chr10	12285180	12286132	intron.(NM_006023,.intron.10.of.12)
chr10	12286145	12286719	intron.(NM_006023,.intron.10.of.12)
chr10	12286789	12287150	intron.(NM_006023,.intron.10.of.12)
chr10	12319869	12320334	Intergenic
chr10	12374453	12377097	Intergenic
chr10	12394838	12404009	intron.(NM_020397,.intron.1.of.9)
chr10	12450013	12456153	intron.(NM_020397,.intron.1.of.9)
chr10	12503390	12511444	intron.(NM_020397,.intron.1.of.9)
chr10	12629089	12632636	intron.(NM_020397,.intron.2.of.9)
chr10	12633246	12633768	intron.(NM_020397,.intron.2.of.9)
chr10	12634408	12635881	intron.(NM_020397,.intron.2.of.9)
chr10	12636174	12637343	intron.(NM_020397,.intron.2.of.9)
chr10	12679422	12680389	intron.(NM_020397,.intron.2.of.9)
chr10	13143985	13144786	intron.(NM_021980,.intron.1.of.13)
chr10	13157586	13159529	intron.(NM_001008211,.intron.7.of.15)
chr10	13200346	13200730	Intergenic
chr10	13202582	13204324	promoter-TSS.(NM_182751)
chr10	13376729	13376885	intron.(NM_012247,.intron.4.of.8)
chr10	13376890	13378852	intron.(NM_012247,.intron.4.of.8)
chr10	13379900	13380134	intron.(NM_012247,.intron.3.of.8)
chr10	13458712	13458881	Intergenic
chr10	13570092	13571007	Intergenic
chr10	13749164	13749535	intron.(NM_018027,.intron.12.of.24)
chr10	13754503	13755873	intron.(NM_018027,.intron.12.of.24)
chr10	13760058	13760714	intron.(NM_018027,.intron.12.of.24)
chr10	13828567	13829002	intron.(NM_018027,.intron.5.of.24)
chr10	13829037	13830025	intron.(NM_018027,.intron.5.of.24)
chr10	13837359	13837587	intron.(NM_018027,.intron.5.of.24)
chr10	13915869	13916083	intron.(NM_018027,.intron.2.of.24)
chr10	14034339	14038269	intron.(NM_018027,.intron.2.of.24)
chr10	14051531	14051772	intron.(NM_018027,.intron.2.of.24)
chr10	14051834	14052298	intron.(NM_018027,.intron.2.of.24)
chr10	14548577	14549162	Intergenic
chr10	14549791	14550578	Intergenic
chr10	14568802	14570077	intron.(NM_031453,.intron.3.of.4)
chr10	14572302	14574509	intron.(NM_031453,.intron.2.of.4)
chr10	14577896	14579575	intron.(NM_031453,.intron.2.of.4)
chr10	14590751	14591000	intron.(NM_031453,.intron.2.of.4)
chr10	14593473	14593651	intron.(NM_031453,.intron.2.of.4)
chr10	14614971	14615366	promoter-TSS.(NM_001282702)
chr10	14624014	14631540	intron.(NM_001282695,.intron.2.of.5)
chr10	14789947	14792167	intron.(NM_031453,.intron.1.of.4)
chr10	14792695	14792866	intron.(NM_031453,.intron.1.of.4)
chr10	14792961	14793455	intron.(NM_031453,.intron.1.of.4)
chr10	14793628	14793892	intron.(NM_031453,.intron.1.of.4)
chr10	14872386	14872630	intron.(NM_001029954,.intron.1.of.3)
chr10	14982775	14985356	intron.(NM_001289076,.intron.2.of.11)
chr10	15130303	15130865	intron.(NM_001039844,.intron.1.of.3)
chr10	15411754	15413836	intron.(NM_001010924,.intron.1.of.7)
chr10	15415032	15416886	Intergenic
chr10	15416906	15417101	Intergenic
chr10	15692442	15693781	intron.(NM_003638,.intron.11.of.29)
chr10	15726282	15727251	intron.(NM_003638,.intron.3.of.29)
chr10	15731081	15731747	intron.(NM_003638,.intron.2.of.29)
chr10	15744322	15744734	intron.(NM_003638,.intron.2.of.29)
chr10	15756143	15756355	intron.(NM_003638,.intron.2.of.29)
chr10	15758710	15762639	intron.(NM_003638,.intron.2.of.29)
chr10	15763098	15763589	Intergenic
chr10	15766790	15767057	Intergenic
chr10	15824185	15838766	intron.(NM_024948,.intron.11.of.14)
chr10	15839282	15839813	intron.(NM_024948,.intron.10.of.14)
chr10	15858927	15860697	intron.(NM_024948,.intron.9.of.14)
chr10	16454009	16455382	Intergenic
chr10	16477975	16480236	intron.(NM_001261838,.intron.1.of.3)
chr10	16609002	16609220	Intergenic
chr10	17042985	17046019	intron.(NM_001081,.intron.28.of.66)
chr10	17060743	17062385	intron.(NM_001081,.intron.28.of.66)
chr10	17064032	17068877	intron.(NM_001081,.intron.27.of.66)
chr10	17118058	17118227	intron.(NM_001081,.intron.17.of.66)
chr10	17220857	17221109	intron.(NM_004412,.intron.1.of.10)
chr10	17225338	17225628	intron.(NM_004412,.intron.1.of.10)
chr10	17470400	17470612	intron.(NM_001004470,.intron.2.of.7)
chr10	18543548	18543740	intron.(NM_201596,.intron.2.of.13)
chr10	19047607	19050491	Intergenic
chr10	19142156	19144774	Intergenic
chr10	19272453	19274369	Intergenic
chr10	19621405	19623925	intron.(NM_001142308,.intron.24.of.39)
chr10	19820230	19823959	intron.(NM_001142308,.intron.32.of.39)
chr10	19824242	19827726	intron.(NM_001142308,.intron.32.of.39)
chr10	20104521	20107005	5'.UTR.(NM_001282736,.exon.1.of.13)
chr10	20219348	20221546	intron.(NM_032812,.intron.1.of.13)
chr10	20235622	20236605	intron.(NM_032812,.intron.1.of.13)
chr10	20247411	20247965	intron.(NM_032812,.intron.1.of.13)
chr10	20247998	20248426	intron.(NM_032812,.intron.1.of.13)
chr10	20291447	20295561	intron.(NM_001282736,.intron.2.of.12)
chr10	20862594	20862965	Intergenic
chr10	21259147	21259599	intron.(NM_213569,.intron.3.of.6)
chr10	21265071	21267327	intron.(NM_213569,.intron.3.of.6)
chr10	21463397	21463599	promoter-TSS.(NM_001173484)
chr10	21695417	21695817	Intergenic
chr10	21872476	21875940	intron.(NM_001195626,.intron.2.of.21)
chr10	22008263	22009349	intron.(NM_001195626,.intron.13.of.21)
chr10	22029431	22029594	intron.(NM_001195626,.intron.21.of.21)
